userName,content
Hassan Syed,"I want a refund of 18 QAR paid for this awful app. I tried to use it, but nothing is working. The TV series available on plex can't be streamed. My WiFi connection is good enough to stream Netflix & Prime but not plex. I wanted to play the movies saved on my phone on TV through Plex, but It is extremely complicated to download & install plex Media server. Total waste of time."
Sk Maibur,Bauria
Jason Crews,It's just a distribution app
Josh,best app
AVP,"Crashes the phone as soon as you play a movie, screen cycles on and off, impossible to exit the app and the only way to stop it is to fully reboot the device. Please fix."
Ed P,Love it. keep up with making it even more better
Desiree DeJean,ENJOYED WATCHING NBC NOW. Had never even heard of this. THANK YOU!!! Will be watching daily 🥰🤗🤗🤗
Josh Tonak,This app makes no sense. It says streaming but there are no channels to stream. I checked the boxes of the streaming services I have but it just says to pin sources.
Ricky King,1 to 10 I'll say 9 for good.
Rayane Madison,fake. we can't watch anything 🤬
Storm Carter,I did pay for it but the adds kept coming up still would be nice if the adds could all be done in one shot
Per Simen Godal,Audio stuck on max and not possible to adjust. This has been a consistent problem for years. Edit: This is an issue on every android phone i have ever tried plex on. 5+ devices
Morayma Santiago,On Point 👌🏽
Troy Krauser,good deal.
Sean Moore,Offline download doesn't work. Whole reason I paid for this app...
Nagendra Uppara Nagendra,I'm already paid money all specification and payment done but no download option and without ads low education already amount is paid
Phyllis Parks,sometimes buffers a lot.
Shari K Tatum,I wish the ads weren't so repetitive. Still Love the variety of programming tho.
Kamogelo mahafa,Can't even watch
Linda Vinson,don't want them to know my info
Ken Jenkins,Excellent TVs-Movies app 5 🤩
Rey,Does not allow to play video longer than 1min
Niki Smith,I hate the commercial buffering. Love Plex variety of movies.
Joel Wilc,I give this channel 2 stars. because this channel can't figure out we're in America.we speak English in this country. Not Spanish not Russian not French. English! figure that out and I bet you'd have better ratings! illegal immigrants are soon to be leaving anyway.thank goodness for that
James Gideon,Rubbish
Morty,"Since new update it won't load, it frezzes on startup"
Rhyan Adrian,goods…±¥
Mohammed Hera,Nice app
Kerri Jordan,It's Better Than Nothing.
Benny Maxwell,is free and there's a lot of good movies and TV shows
Greg Holick,easy to use
Ron Poulin,"As an allaround media server, Plex is an incredible product. It is feature-rich and reliable. If you try it out, Plex-Pass is worth every penny."
John H.,"Adds come on and just spin. A 1 minute ad takes 10 minutes to play and then you have to restart movie. If I was advertisers ,I'd fire you and take business elsewhere. Plex is worst movie app on Google play."
JP Tissot,"the app was great, with some of the latest updates it became harder to navigate. I still prefer the old ui but works well"
J S,"Cable and satellite tv show too many sports, home shopping, or news channels. with Plex, I get to watch the stuff I enjoy."
Marz Arnold,Lots of various content and quality copies
Paul jacobs,not a 4 star or a 5
bill dcruz,so many ads
R C (Rob),"Cannot see the point for this app.... Tried to use it for about 15"", after building up more and more frustration towards this app, which seems to be just INDEXING films and recommend you Netflix or Prime to actually see them, decided to delete account and data and uninstall : shocker, cannot delete your account yet, you need to jump through hoops for that.... Well, not going to bash the service, however, if you ask for my recommendation, I would refrain from encouraging anyone else to install"
Junese Vicente,Okay
Robert Downey junior 420,Jai shree Ram ji
A Google user,I really like this Streamer with a myriad of films for every taste!
Tony G,They're on an account takedown spree
Lại Tuấn Anh,"Great app. I just hope that we also get there mobile sync feature for the 5 bucks we paid. EDIT: Took off a star since there are quite a few annoying bugs. First off, sometime the app just refuse to show your library until you restart it. Also, it's annoying when you open an episode on Continue Watching, but when you press the back arrow, it goes to Season screen instead of the screen you were at."
Murzinio,"Sucks, randomly doesn't connect for no reason"
Robyn Coote,Great content. My husband loves some of the older films.
Abraham Alex,App UI is not bad but this app keeps crashing then exits (closes) itself.
justin ruffini,"Specifically. At 720p, I've been attempting to dl 8 episodes of a show and 2 of another. Before even attempting, I had to clear data and cache to get app to say it was downloading. On full wifi, it's been 4 hours. I've successfully gotten the 2 episodes. Now that the 8 ep season shows nearly completed, the 2 episodes have gone back to qued. The last 7 % of the 8 episode shows a speed of 1.9-4 mbps. So at 720p, why has it not advanced in the last 30 min. Check reddit. Not new prob"
Eric Bader,two. thumbs up
Matthew Green,Fix offline download
Daniel Jordan,Its good for what I want tor need. Please add ability to adjust video playback speed like you have it on iOS
Cassie Mac,"Plex has a decent range of movies. I like that it shows all movies and showes, yet it's easy to see which ones are acctually on Plex. However the adds are outrageous. There are usually multiple adds at a time and take about a minute and a half for them to finish. I've also noticed that during the adds run time the app stops frequently to think. I've looked at my internet connection and there's no problem there. Hopefully they'll fix that. Overall the app is alright, but I definitely prefer Tubi."
Natalia Howell,some ads long
Rudy,wow
John Van Straalen,"When it works it's ok, crashes and stops playing frequently enough to be frustrating."
Donald Payne,"Could not turn off the live tv, Could not enjoy even looking for something else"
Melissa Terry,Don't know how to use it
Franklin Mahon,Plex TV is amazing and it's free and loads if channels and excellent EPG. Love it. Yes it is legal in the UK.
Nadhir Mohammed,Don't download
Steven Murphy,Plex is an amazing app for hosting my personal collection but also quality free content.
Thomas Pease,love it
Mitchell Desmond,Recent bugs in the original user part of the app make it unusable. Plex is too focused on their own strating part and the app is now useless because their streaming content is garbage
Michael Marcella,The channel guide wasn't working
Erwin Chavez,okies
victor lungaro jr,won't install
Lionel Fuller,I am loving it.
Audrey Wells,App starts out tries to play adds but cant. Wont play movie. Its got serious issues. I can play other movie apps. Tubi TV plays perfectly. Tecs need to fix this app.
Rosa Maria,Great movie options...saw new movies to me and the limited commercial time is nice too
kitt,Ok u can watch for free but can't find ones I searched for myself like Ruth Randall TV mystery or some UK detective programmes could be more content and less American ones in my opinion.
Laura Finch,"I have been very pleased with Plex. The selection are really very good as are the streams and the features are as good as any paid app. My Mom and I enjoy the British detective shows available. plenty of choices movies, shows all genres."
Rose G Rodriguez,9 freaking commercials to every 3-5 minutes! Pain in the patooty! I don't care if it's free it's so FRUSTRATING!!!!
Richard Bastiaans,Just love it
Charlotte Hutcheson,This app is amazing use it on a daily basis
John Stotz,Made it impossible to unsubscribe or alter subscription from the mobile app. So slimy.
Ghislain Maillet,Overall a pretty functional app for plex users. Fairly stable as long as your server is stable
Justin Nugent,great app
ndivhuwo lynette,Useless
Paul Meyer,Was very excited to have this because of the wide selection of movies but am very disappointed. Every time it cuts to commercials it pauses to load them. Have to wait sometimes at least 30 seconds for the commercial to continue. Can you please fix this?
Aubrey Forester,"I think it,s a great channel for all the soaps."
Dekster Narzo,"takes me 3hrs to watch 1hr movie due to several ads , each ads is 100+ seconds and hangs after. have to resume my app. omg unbelievable"
Dexter Morgan,"WD NAS. The option to be able to synchronize PLEX with the WD NAS server disappeared. There is no support, no one says anything and they simply disabled the option for all devices. something to comment??"
Greg Watrous,amazing app for sharing with frienda
Jeremy M,excellent sélection
Muhammad Ahmad,This app is not free
jonelle L,"I'm trying to get scoop right now sounds good neat how you can tell people and want a little bio on ya, watch Plex. Hope it's all cracked up to be... Ready to push play ... 🥺"
Javon,The main function of this app is to watch stuff and it can't even play media. Just sits there spinning forever 🤣 useless app
Ruan Bosman,keeps crashing
Jason Bruce,It powers all my media servers.
June Jenkins,BRILLIANT
Syed Basha,it's not free
Cher Carter,"keeps on cutting out, says playback error"
xannie Sager,You just took my 280 pesos . I cant play anynmovies
michael middleton,This app has problems with the ads
Amalio Lozoya,good selection
Roy Tomasello Jr,love all the channel choices
Llewellyn Goodwin,it's okay
Tom Scott,"Plex is great! But.... I'm having issues streaming from my server to my Google tv. Some files need to be auto converted to play with sound on my tv. I have to manually set it to automatically convert, every time I start a new episode. Plus, if I want subtitles as well as needing the auto convert, nothing happens. Like nothing. Auto convert+subtitles tells me my network isn't fast enough (it's 2.5gbe/wifi5 network) and just refuses to play. Doesn't matter the file, does it every time. Please fix"
Laura Sharp,the ads take forever to complete. They keep stopping. I do not have that problem with any other free movie app. It says 140 seconds for the ads. It has taken up to 1/2 hour to complete.
Prasenjit Dasgupta,a treasury of vintages
Sok Sreypov,"I don't know why tf do they even bother making the app at all if it doesn't even allowed you to watch the movie and it's a waste of time, at this point it should feel lucky that people even bother giving it one star"
Marcia Domer,"Was okay, until the c---_-------$&#@!?, decided they want you to share your watch history, even if your 61, a USA citizen , and have nobody else in ya house. They expect you to share with friends, with no way that can be seen with the option TO NOT SHARE, SO I UNINSTALLED THE APP. COULDNT DO ANYTHING! ITS LIKE A DEMAND TO SEE WHAT YOUVE WATCHED. LAST I KNEW ADULTS COULD WATCH WHATEVER THERY WANTED IN THIS COUNTRY...A-----NO WONDER TUBI KICKS YOUR A--!!!"
D Jelonek,"Needs work. Added this app too 2 phones, while the app works and get the job done, it takes over the phone when it crashes mes to videos. Take a video with your phone, access one on your network or such and Plex is the chosen playback option. Even if you try to alter this, Plex is still the playback default. Block permission to files and such, then you get a failure. Needs the he fixed so as only video in Plex use Plex for playback before I'll reinstall."
rick sinai,"Plex is the best Multimedia streaming platform available, not to mention functionality and ease of use."
Jose Reyes,great app!
Murad,Very bad app 😕
Daniel Waters,"When you click on ""Help and Support"", the is nothing there to click on. Why? I'm trying to add a new device, but an hour later I've gotten nowhere. Update : still no help nor any way to get help. I click on stuff at the shop-called""Plex help"", and there is nothing there! ? Doesn't make sense, but even at the forums, everything is old, closed, and didn't answer any questions"
Ismael Santos,I though u said free movies or am I sped?
Heidi Schreier,Like the free hallmark movies but the ads repeat so you should have a skip for ads
Derrell Durrett,"Server doesn't always stay connected during downloads, so many failures occur on play back. Download speeds are poor, despite being on the same LAN as the server. And playback sometimes fails even when the music is downloaded (doesn't appear to load ahead of playing). App data is 73GB plus 162GB of *cache*. Sometimes I can't open the playlist it says it has completely downloaded *unless I connect to the internet*! Please fix this! Takes forever to load. Pixel 8 Pro"
Shoo San,I paid for plexx pass but yet I can't play any movies!!!
Ejiro Olofua,"I don't understand why I can't watch movie video on this app,tl the app is just showing pictures of the movies not the video. Why is that, anytime I click on the movie I want to watch what I get is pictures not the movie itself"
Erin Walser,"Wish you didn't have to have the computer on to use the app to host your own movie collection but otherwise no complaints, fantastic app."
Vince Nguyen,"Doesn't work. Clear cache. Uninstall, reinstall. App doesn't load at all. Love that I bought the lifetime Plex Pass... Edit: Got it to work, but the app is a little glitchy and slow."
John - Paul Vassart,Janky application that only partially works
Kara Mercieca,"Went on a flight and tried to watch a movie on my phone. Constant errors and crashing. It's a local video file, it shouldn't be that hard. Android TV side is also not great, if there's a connection issue it requires a force stop to get the app to attempt reconnection."
Erik Lindquist,very full selection. worth the adds
Waleed Ahmad,PLEX:is a good app
Ed Verdi,not bad
Kelvin Lane,I like the movie
Shah Uddin,"Updated, rating to 4 star. Was buffering all the time but overcame this by manual app update in NAS server and updated files. All good but not a five star as would be good for Plex, qnap and synology to work on auto app updates to enhance the end user experience."
Rebecca Mackert,Great app I stream it on tv and there isn't all that many ads I don't like ads but it isn't that bad the ads. I would recommend this app to people it is like watching movies and shows on cable tv. Keep up the good work.
Brian Madden,This app keeps buffering on my TV but when the ads come on it doesn't do it could you please fix
DEBAJENA SEN,Too much poor...
House TVs,I am really sick of the crashes while seeking. and not sure why the loading issues with the continue watching section never seem to get better.you would think for one of the larger platforms this is probably on it would improve.
Richard Crellin,"My interest was lost when I saw the words ""sign in"""
Ricky Blair Maupin,"Awesome, Great, Superb"
Teresa Hall,Just sends you to other video streaming sites that cost $
Thobile Mafuleka,awesome app with great features and great experience with cool channels and movies that are for everyone and no ads
xenorift24,Switch? (pls)
Damien Smith,"Works great, lots of free channels and it works really well for your own media."
Tiernan Straub,"Best self hosted streaming platform ever, far and away"
Geno Cammon,Awesome
Robert Heemstra,This is a primary source of my entertainment!!!
Jeff Knight,Latest Android update crashes on videos that play OK on pc version of Plex. I will be unistalling.
SherylAnneDeLabiosBotique,Very nice!
Samantha Haskell,cuts out
No Fake News,playback issues the constant interruptions is wrecking the watching experience
Qudsiyah Adams,"this app wont even allow me to complete the download, after i have tried everything"
Alex Butler,"Plex as a service is a very good. I like that I can stream my movie ""collection"" server for friends to watch. But Plex the app is god awful. Can't watch anything without crashing every 2 minutes. I swear nobody can design a functioning app these days."
Lesego Motene,Need to pay to watch
Scott Douglas,Awesome app!
Ryan Arnold,So open up already please thank you
Krystyna Duron,"pretty good for free app, but content is old."
Dan Mihai Vasiloiu,"TV show, stops after 20-30 second. Can be resumed. Stops again. That is not happening on TV."
Nash Onez,"unfortunately won't work without wifi. I've tried authorizing devices, IP ranges , everything. you can using DLNA but then ehats the point of the App...."
Mitchell,"Works well, hosting my own content from home"
Aya Ben leghzal,This is the worst application to watch movies I ever seen in my life 🤬🤬
Tlotlo Dintoe,It is fun
INVESTOR RICHES,it nice
Jonathon Roh99,I can't play any movie
Paul Cormican,Great app. Really like the Johnny Carson and Ed Sullivan channels.
Sunshine Morris,"Have a very good variety of movies and shows.Up to date selection.Very good quality streaming,doesn't cut out or stop."
Hugo Kleinhans,"Plex helped me retake ownership of my media, so much so that I cancelled my Netflix subscription. Plus it gets all the show info and art for you, arranges them accordingly if your file naming conventions are okay (doesn't need to be specific) Have it setup to work offline for when your Internet drops, it's such a great app!"
Prince Winful,It doesn't even let you watch some movies like hazbin hotel
Sidney Reese,a Great App good movies and great service
Terry Prieto,"amazing amazing collection, after healing some intense surgeries, this stream app is a blessing. but we need more closed captions!!! even if they are generated. other than that, awesome app 👍"
rex tracker,lt is a good station wish it would show cartoons like superfriends and old tarzan cartoons and old tarzan movies and zorrro cartoons and more tv one shows like for man and fatal attraction instead of showing those same sbows over again and unsung i like fatal attraction and for my man wish they would stop showing the same ones over and also hope they show charlie chan and m.a.s.k the cartoon with matt tracker and fat albert but still like the channel
Cindy Berry,very good
Corey,Patheticly Unreliable
G. Tyler Frank,It's amazing
Ciprian Marius Bujor,One of the best apps for free movies and TV channels. Works perfectly
Nurudeen Lukman,I don't know how to download movies
Helena DM,"¡Madre mía! El doblaje al español es TAN TERRIBLE, pero TAN TERRIBLE, que no he podido pasar de los 5 minutos de ver una peli...Acabe pagando en Amazon Prime para ver la VOS..."
Guðmundur Jónsson,The best!
Glenn,Bought new Samsung S24+ and I can't connect to the plex server on my PC. I have never had this problem with any of my devices.
Ajit Singh,nice app
Bello Abubakar,Unable to download any top movie
Regina Mulbah,I loooooove it so much I think you should make another app
Abdul Jalil,very good movies
Joey Rice,I love plex its a 5 star app it works great but it buffers alot through commercials can you please fix that please other than that I still give it 5 stars
Kayode Tayo,What movie without subscription then proceeds to make some unavailable till we subscribe and it's not even new a 5yr old series 💀
Larry Byerly,"With 600+ live TV channels, this is the most extensive collection I've found. I uninstalled Pluto and Tubi and replaced them with Plex, CAUSE PLEX IS ALL YOU NEED. WOW! Is that your next jingle?"
Ritika Singh,Third class app don't download it worst app 🤮🤮🤮🤮🤮🤮🤧🤮🤮🤮🤧🤮🤮🤢🤢🤮🤢🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮
Melvin “MEL” Linford,great show options
Stephen Parker,Also free
Lorri Anne Bowling,I love the selection
Donnie Mobley,Flex is a great app to watch as plenty of movies and it's a lot of fun to watch
M Cheng,"Great app overall, but it has a lot of ads and is a little glitchy."
Wayne A. White Jr.,it's my go to for TV when I'm surviving outside
Kashif Abbasi,Doesn't work on less internet speed
Daman Blorn,"it's like TV and how I remember it, the ads aren't ridiculous, like I enjoy the ads more so than any other service. the buffer isn't horrible like tubis TV channels are and all around a good comfortable streaming app. I love what you have made and given. thank you"
K R (Kenta kunta kinte),Don't download this BS
Aheebwa Audrey,It doesn't have a server don't download it😞😞😞
Jacob Darrah,"Originally I was drawn to this app becauae it would give me a better interface to browse and select my dvd movies stored on my hard drive that included poster art, there was a learning curve, especially with the music, but then they added streaming and the ability to share access to my library with friends, it continues to be exactly what I needed and with the premium fee I can access my movies from anywhere"
Julio Delaborda,"If you have it, you will love it!"
Shae 2009,"When i watch on Android i can watch Breaking Bad, when i go to watch it on my ipad its not there on your app to watch- theres no synchronicity? -please fix this issue"
Kynlea Robson,There is such long ads and there too many ads and it sucks really bad
DAVID DZUMBUNU,great app does what is expected 🔥🔥🔥👏👏👏👏
Penny Welsh,"I was looking to find the Ghost Whisperer for free 3-5, and I got you guys the first time I watched Plex you didn't have it."
Larry Witt,Thank you
Mykola Shuliko,"nice service, unfortunately needs more attention from developers. some problems are well known on forums, but still not fixed. reinstallation is not an option for repair of the app( suggested by developers)."
Nanny Janny,good no ads but with love series it doesn't show
Julien Sero,Broken downloads....for yeaaaaars
Tyler Palomaki,Simple and effective. Was already installed on my seedbox. One time mobile fee is fair.
Ruth Caruana,How can i watch the movies for free
Steve C,I think this is really good. better than the other ones I've tried much better and not so many commercials to watch to watch commercials for a minute 30 to watch a movie I recommend this anyone that wants to watch a movie and just have to every half hour 15 minutes or so like a commercial wake up commercial for a minute and 30 seconds sometimes it's not even a minute so I choose to watch that for now on.
Arun Sharma,Any Live episode movies in TV another device
Allen M. Whitey,Badazz !Loveit!
Serge Lutskov,"I Love everything about this app, just marvelous ♥️"
red fury91,When the volume of these jump-scare commercial breaks are 10 times louder than the regular programming it becomes unbearable to watch
Mack Miller,Fix the offline download feature. Stop trying to make this into a streaming service. Focus on the users who have paid you money instead of making false promises and ruining your service.
Rod “Nutty Rob” Robinson,It's incredible.
Sanjaya Gebrial,Great app but the search functionality is completely useless. Shows me stuff that's not even in my library.
Mandla langa,Perfect
Gale Hopping,Awesomeness!!!!!!!!!!!!!
Levi Travis,"Plex as a service? Amazing. My experience with Plex on literally any other device? Flawless, barring some user error. The Android app is quite literally non-functional. Several of its main features simply do not work. This has been the case for me for several months."
Steve Nash (r2steve2),"Due to the fact that I was running out of space, physical space for all of the DVD cases and CD cases etc, I found Plex many years ago and spent about a month using handbrake to copy everything over. This is the best thing I have ever done since learning how to slice bread. In the meantime, I have never had a single problem with the drobo raid I used to store all of the media and with the bandwidth I have at home, I'm able to watch together with friends on days we can't be in the same location."
John Wellman,it's okay but doesn't always stay on loses connection and I will say has better movies . And has a few good live TV shows
Jerry Moore,really good application
Iain L,works great for streaming!
smooth man,It works wonderfully
Erica Ivy,ILikeIt
Lan Hikari,"I wish this app didn't suck so bad. Still bad in 2024, pixel 6a. BAD! Im on version 6.11, the most stable version of the app for 2 years. This app just keeps getting worse for the core functionality. Update: Updated for the Plex download feature, and it doesn't work! Trash!"
Johan Jonker,"Almost usefull, works way better on the web interface. No point in downloading."
blanche jackson,nice movies
Subtle Blade,"reasonably reliable app, but the content is mostly meh..."
Chris Pruner,it's the best entertainment platform I've encountered. love it!
robbie lynn davis,I didn't download this app
Kelly Clark,it disconnects from my server all the time
Mukesh Verma,शानदार
Lihle Thusini,It is very good I like it❤️‍🔥you can watch movies free
Ranks Abiodun,No current movies
Regan Reigns,how l wish ue could add the captions option this app would be the greatest
Fraser,It crashes during every advert break. So you have to restart the film and find where you left off. Which is very frustrating.
Pappu RAVI,"good , but if it is without ads, it is best site"
Tyler sheggz Ayodeji,Why is it that most Nat geo wild doucumentaries and movies and tv shows are not on demand only caught in the act and africa's super seven and pls i need you guys should put all nat geo wild movies and tv shows on demand For me without those nat geo wild movies and tv shows (plex tv is boring) pls you should do something about it thank you
Kisses Mine,Very bad lots of ads
Talisha Rose,I like everything about it accept the ads but everything else cool
Alex Vosper,I download the app for my roku tv the app is just as good as tubi app 70% of the same movies/shows alot are different but worked good till I had put on a movie and had to watch 7 ads in a row every 10-15 mins of the movie I understand the need for ads but abit much.. thanks.
Sapna Patel,"I'm not sure why some things cast to Chromecast but others don't. They skip or buffer. Sometimes when something is casting, it can not be stopped even if you exit out of Chromecast and Plex. I've had to just unplug Chromecast. It's weird. Other than that plex is ok. The files that play, play properly, but many files don't play or give error messages even if my WiFi is strong."
Fernando Socas,"I use.plex a lot, on the server, the tv, the PC, the PS4, and I recommend it. But on mobile it is very uncomfortable and unstable. Trying to play media crashes the system UI on my Android 12 and I have to restart the phone. Unusable in this state"
Luke Hazell,Nothing will play longer than 30 seconds without it sending you back to the home screen. The app works great on tv and computer but is a horrific mess on android
Steve G,"Recently began hanging in an ad, and not continuing the video stream."
Amanda Small,This app is great. I never haveany issues watching the content. No delays andthe picture quality is perfect.
brandon cleveland,if this were family library it would receive 5 stars. use it only for local streaming.
Randy Gallow,I love it because I simply appreciate that I can watch a movie for free
Tony Melendez,so far so good!!!
Owen Genzlinger,"the old download sync was world's better than the new one. but since Plex is more worried about streaming services, I guess the home library users are just SoL."
Evgenii Bunevich,plex is game changer for home video collection.thank you for getting better through the years
MJ O'Donnell,it's not bad
Ant on,"Gratis och mycket att kolla på, lagom med reklam"
Raymond Walker (Monty),Been using it for years. Haven't found anything better yet. - lifetime pass subscriber.
Ozzyb Habanji,Very helpful
Chris Rohrbacker,Loving it!
Oleksiy Maloshtan,Live TV is a disaster when you try to play to Chromecast.
I. S. Pellegrino,"Should be easy, free no subscription"
Nuva slay,a very good app to watch drama and series without any type of disturbance and also very enjoyable❤️
Kevin Sink,Awesome movies!!
Dwayne Watson,The app keeps stopping during streams.
Louis-Willem van Niekerk (IconicDawn),"I only discovered this app recently and I love it. It executes it's functionality beautifully and provides exactly what it set out to provide. I would rate it 5 stars, but there are still a few bugs which needs to be fixed. Other then that, all around excellent app!"
Deanna Espinoza,great shows thank you 💯
Jón Thór Tómasson,I have seen lot of movies i will recemend this do you
nick swinney,it has a very good family friendly movie selection and some great hidden gems.
norvell currie,"This app sucks! once the adds are finished, the app locks up. It is extremely frustrating.I didn't even want to give it a one star rating, but couldn't proceed without doing so."
Jasmine Younger,COINS MONEY
Jesse Ferrer,It's okay 👍
carly wales,lots of choice tv and movies good variety 👍
James Drew,"Rubbish. Apart from the fact that pretty much everything is American drivel, the one show I wanted was only available by signing up to Discovery at great expense. Absolutely nothing on the live channels that interested me without signing up to paid platforms, and if I had signed up to a paid platform such as Discovery, then why would I need Plex?"
Tiyamike Ziyadi,The most useless app don't subscribe it does not allow you to delete your account and it just says where to watch like netflix but it does not let you watch anything so it's completely useless
Laura Willis,great movie selections
Joe Glende,"Very creepy, sends emails to all your friends with a list of shows you've watched. Massive invasion of privacy. Looking for alternatives now."
Robert “Burner” Macfarlane,"pluto crashes screen constantly , waste of time"
Michael Brown,Notta
Blighty Roo,Playback doesn't work
Priansh Patel,Just distraction. Nothing else is here than few content. This is not for indian users.
Wendy C Schroeder,Great tv on the go
James Schraw,"Uninstalled within 4 minutes of use.. windows app and my shield work great with accessing my local library, but the phone version stops playback every 30-45 seconds and kicks me back out to the library menu.. can't even watch 4 minutes of one of my videos without 8 or more interruptions due to the app stopping playback for no reason and with zero interaction from me (wasn't even holding my phone at the time) won't be using the phone version of this again. (It was installed on aPixel 6 Pro)"
Andy Phelps,"I paid for Plex Pass and downloaded this app specifically so I could download videos to my phone for offline viewing. Unfortunately, this promised feature is not actually available, as any effort to download your video leads to the message ""an error has occurred, please try again later"". Thats all it says, no actual info on what the problem might be. There is no reliable fix. I've since learned that this issue has been ongoing for at least two years. They know about it. They don't care."
Thomas Taylor III,I love the variety of free movies!!!
Chrispy 22,love this my own Netflix that actually can watch movies that are good :)
Matthew Schwartz,"The best for streaming media from anywhere. $5.00 for the app, good deal!"
mc ef,"I have found PLEX to be the absolute best method for managing videos and streaming choices and keeping a well organized library complete with PLEX added movie, TV, and streaming extras, such as trailers and reviews and a host of other interesting & useful extras. I kept trying movie organizers for years, wondering why they were so lacking in providing an easy to use method for organizing my media. I've been happily using PLEX now for over 2+ years. Look for a free trial. See for yourself !"
Francesca Layton,"Can't watch anything on the app, it just plays for a few seconds then shuts off"
Teslim Taofeek,I like this app
Shravan Bhalerao,I don't like it
Raza Butt,Àbi download ho Raha hy pir dakho ga sai huwa TOH five stars or appreciate nai TOH fake 🤧
Sophia Williams,The selection of movies is actually not bad.
Abraham Sempebwa,guys I have ever used this app and it is the best
charles Falli,Channel guide does not come up. Something about the server. Cannot search support.
Ala,Its really bad..
Prince Aboh,This app is a very good app and works grt
jereme heffington,pretty good so far aside from a few issues.
Dj Electrical Swan HIll,"Unbearable to watch anything, no matter what server, device or internet, just buffers every minute or so."
Duy Cu,Great app! it's becoming more appealing now that other streamer services overcharging
Raf Val,You can't watch movies for free it's a scam
Jeremiah Tolentino,So bad so so bad i can't watch any of the movies and for example i want to watch Young Sheldon and it say's add to your watchlist and I can't watch any of the movies the are in this app are unknown movies. Like pirated movies
fivelive1 fivelive1 Gaming,Love this app I get to watch all my favorites shows and much more but it's better with the unlimited lifetime plan
John Schiller,I'm not going to pay to watch my own media from my own wifi network inside my own home. Give me a break.
Shahzad Afzal,Excellent
Paul Lindom,Awesome
Michael Vollmer,Crashes more than any app I've seen except maybe Pandora. Downloads don't work. Really need to hire better developers.
Tim Shemely,good content
dana withee,"I find the app a little hard to navigate but, it's worth it."
Adriaan,Its garbich
celso gamez,excelente
James Baddess,interested app love it
Sylvion Kent,pay
Mike Kool,great contents
Alexis Rivera,"wonderful app, 💯% recommended"
Kevin Serpa,"Like the app and movies/shows I can watch,but theres a problem with the subtitle feature..every time an Ad comes on I have to go thru and redo the whole process of getting it to show the subs again,if yall could fix that littlle bug it would be awesome and appreciated... Thanks"
Jayson Miranda,Good day to all my friends! I like and love you in your business company! Thank you and God bless you!
Chelsey Anklam,Doesn't play on phone casts so badly from Android. But why cant i just watch from my phone??? Why do i have to cast??
David paul,"There is no reason, I just felt like giving one star."
Tom Blackwell,Works good for free so far
David Anderson,Never ending buffering during advertisements. Error message says error in advert loading. No support whatsoever from Plex.
Robert H,Works for what I want it to do. Worth the price for the upgraded version.
Steven “Scuba Steve” Hildebrant,Best personal media content management system ever created
Lockinhind,some issues with naming in pc but otherwise great service
Felim Clarke,Free to watch plex on iOS but you have to pay to watch longer than 1 minute on Android. Noting but a bunch of money grabbing bastards!
Daisy Duke,good for watching with others but they should make all shows shareable because not all shows are
Ravinder Paswan,This app is good That I am very nice pic to do with you 😍 I am very happy with the best 💋 in the day 😄 I have a lot of the best of the day you are my favourite person
Henrique Tschannerl,The best media server and application. I've been use it for more than 10 years
v10l3ntb0b,"Works well, doesn't crash. Streaming media from my home server doesn't buffer at all and keeps me entertained while I'm at work. If you already have a running Plex server then getting the app set up is as easy as signing in to your account. Hard not to recommend this honestly"
Derrick M,Forced ads that are 30 minutes in length is completely beyond acceptable. I do not care about the journey of hearthtrust or life.churchs ceos or founders.
lakesha,i love it
Roger Gelke,Best movie app!
Carol Smith,it's great for streaming all my shows
Leahnell Attwood,outstanding
Linda Watson,awesome movies love it
antzappn around the world,very nice
markell walker,All the shows I love!
Leni Awati,"since casting, tv jumps to plex every few mniuts"
Mike Greenhow,good all round content
chigosife martin Ezenyinwa,The app is really nice..... except I can't find a download button.. really wish you guys add a download feature
jenny Toler,Love it
Jason Cadman,exelent app.. few adds but completely worth it.. you can't expect a completely free app to not have adds
Alex Torge,"It almost never works. Tried to watch an episode that I started on WebOS, and it doesn't start. Tried to watch another one that I started in the app. It works until I change the subtitles, after which it gets stuck in loading"
Theresa Muchler,love this app
Suzanne,Good job!!! 💯😁😁😁
Sai Ashish,it has good documentarys
Eddie Peel (Ed),Always works for me without a problem
Euqinahs Nnihp,No location currently available for me to watch a simple movie????
John Taylor,good
talby 0,Not sure how its ease of use will stack up
Joe Miller,"It has some good old series I haven't found elsewhere. The problem is the ads. Not that there are too many. It seems the same number as any other free streaming app. The problem is the ads freeze repeatedly. A ""2 minute"" commercial break takes more than 5 minutes to play. It's ridiculous."
Michelle Sebastian,Isn't plex supposed to be free tv yet it is asking me to pay to watch supernatural my favorite
A Google user,So far so good. A little long on the advertising.
Robert Souza,love it... the best streaming service...
Normanl Dennies,I love you have good movies 🎥🎥🎥🎥🎥🎥💞💞💞💞💞💞.
Noel Donohue,it good so far
Matthew Warren,"Rammed full of overly loud adverts, thats why its free if you were wondering"
Tapah Panah,Highly appreciated
